conceptId,domain,subdomain,concept,objectiveId,learningObjective,questionType,difficulty,examWeight,marylandSpecific,questionTarget,status,sourceBasis,generationPrompt
md-lh-0388,Disability Income,Disability Policy Features,Noncancelable disability,md-lh-0388-obj-6,"Apply Maryland-specific or federal rules that may affect Noncancelable disability, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Noncancelable disability' under Disability Income > Disability Policy Features. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0389,Disability Income,Disability Underwriting and Taxation,Disability income underwriting,md-lh-0389-obj-1,Define Disability income underwriting and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Disability income underwriting' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0389,Disability Income,Disability Underwriting and Taxation,Disability income underwriting,md-lh-0389-obj-2,Identify Disability income underwriting when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Disability income underwriting' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0389,Disability Income,Disability Underwriting and Taxation,Disability income underwriting,md-lh-0389-obj-3,"Compare Disability income underwriting with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Disability income underwriting' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0389,Disability Income,Disability Underwriting and Taxation,Disability income underwriting,md-lh-0389-obj-4,"Determine whether Disability income underwriting is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Disability income underwriting' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0389,Disability Income,Disability Underwriting and Taxation,Disability income underwriting,md-lh-0389-obj-5,"Recognize common exam traps, misleading wording, or incorrect distractors involving Disability income underwriting.",Trap/Distractor,Hard,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Disability income underwriting' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0389,Disability Income,Disability Underwriting and Taxation,Disability income underwriting,md-lh-0389-obj-6,"Apply Maryland-specific or federal rules that may affect Disability income underwriting, when applicable.",Maryland/Federal Rule,Prometric,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Disability income underwriting' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0390,Disability Income,Disability Underwriting and Taxation,Business overhead expense insurance,md-lh-0390-obj-1,Define Business overhead expense insurance and identify its core purpose on the Maryland Life & Health exam.,Definition,Easy,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Business overhead expense insurance' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0390,Disability Income,Disability Underwriting and Taxation,Business overhead expense insurance,md-lh-0390-obj-2,Identify Business overhead expense insurance when it appears in a realistic client or producer scenario.,Scenario,Moderate,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Business overhead expense insurance' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0390,Disability Income,Disability Underwriting and Taxation,Business overhead expense insurance,md-lh-0390-obj-3,"Compare Business overhead expense insurance with closely related terms, products, provisions, or regulations.",Comparison,Moderate,Medium,No,10,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Business overhead expense insurance' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
md-lh-0390,Disability Income,Disability Underwriting and Taxation,Business overhead expense insurance,md-lh-0390-obj-4,"Determine whether Business overhead expense insurance is appropriate for a client's stated need, age, risk, or coverage goal.",Suitability,Prometric,Medium,No,20,ready_for_generation,Prometric Maryland content outline categories + Maryland Life & Health producer exam prep taxonomy,"Generate Maryland Life & Health insurance licensing exam questions for concept 'Business overhead expense insurance' under Disability Income > Disability Underwriting and Taxation. Use Prometric-style wording, 4 answer choices, one correct answer, concise explanation, and avoid copying copyrighted provider questions."
